trade_date,open,close,high,low,volume,ts_code
2010/11/15,117.226,118.321,121.097,117.226,79038,600519
2010/11/16,119.802,114.134,119.809,112.401,72291,600519
2010/11/17,113.303,106.282,113.303,105.509,80509,600519
2010/11/18,107.28,109.174,110.127,106.926,40286,600519
2010/11/19,110.211,112.826,113.367,109.638,48954,600519
2010/11/22,112.646,114.984,117.477,111.95,47940,600519
2010/11/23,114.9,121.767,121.87,113.496,108469,600519
2010/11/24,123.673,128.775,133.078,123.673,110799,600519
2010/11/25,129.168,130.74,131.158,126.894,45579,600519
2010/11/26,130.74,133.49,136.988,129.219,63799,600519
2010/11/29,132.208,139.41,142.997,132.208,67499,600519
2010/11/30,139.371,131.925,139.371,129.039,65665,600519
2010/12/1,130.759,130.372,133.98,128.839,38016,600519
2010/12/2,131.532,127.648,132.691,127.48,42940,600519
2010/12/3,127.538,128.691,131.075,127.345,43037,600519
2010/12/6,128.73,124.33,130.115,122.456,43281,600519
2010/12/7,123.603,127.255,128.054,122.295,31804,600519
2010/12/8,127.216,126.366,129.986,126.256,28334,600519
2010/12/9,126.244,125.773,126.752,123.867,24461,600519
2010/12/10,124.543,127.358,128.105,123.029,39587,600519
2010/12/13,127.216,126.888,127.216,124.64,58592,600519
2010/12/14,127.094,127.48,129.793,126.765,61542,600519
2010/12/15,127.538,129.277,130.971,127.538,47423,600519
2010/12/16,136.55,133.323,136.878,133.013,66817,600519
2010/12/17,133.98,131.674,134.753,131.281,51769,600519
2010/12/20,132.678,127.139,133.116,124.962,68557,600519
2010/12/21,127.12,124.962,127.287,124.324,59359,600519
2010/12/22,125.007,122.997,125.277,122.385,44151,600519
2010/12/23,122.933,122.843,124.124,122.385,32743,600519
2010/12/24,122.843,121.561,122.971,120.453,29408,600519
2010/12/27,121.741,117.87,122.379,117.432,45246,600519
2010/12/28,117.876,118.044,120.195,114.269,48176,600519
2010/12/29,117.941,119.809,119.854,117.232,30967,600519
2010/12/30,120.131,117.187,120.131,116.073,41774,600519
2010/12/31,117.103,118.469,118.701,116.62,46084,600519
2011/1/4,120.388,119.487,121.033,117.619,60462,600519
2011/1/5,119.1,116.64,119.422,116.266,58198,600519
2011/1/6,116.723,116.098,118.263,114.939,37584,600519
2011/1/7,116.06,115.764,117.032,114.978,30533,600519
2011/1/10,115.699,112.279,116.272,112.169,38784,600519
2011/1/11,111.873,111.796,113.045,110.282,45322,600519
2011/1/12,112.143,112.382,113.367,111.055,31323,600519
2011/1/13,113.045,115.615,116.588,112.395,41341,600519
2011/1/14,115.268,116.066,116.723,114.205,25772,600519
2011/1/17,115.751,113.103,117.361,112.736,37475,600519
2011/1/18,112.788,117.593,117.625,112.073,40962,600519
2011/1/19,117.593,117.767,118.243,116.659,26198,600519
2011/1/20,117.425,115.989,118.514,114.817,24523,600519
2011/1/21,115.815,113.296,116.91,113.148,26867,600519
2011/1/24,113.284,110.482,114.321,109.509,34775,600519
2011/1/25,110.134,109.953,111.048,109.503,17238,600519
2011/1/26,110.153,110.881,112.073,110.153,14325,600519
2011/1/27,110.765,111.474,112.904,109.232,29444,600519
2011/1/28,111.441,111.654,112.163,111.036,19591,600519
2011/1/31,111.757,114.649,116.536,111.441,32442,600519
2011/2/1,114.656,116.124,117.136,114.334,17758,600519
2011/2/9,115.937,114.63,116.466,114.011,17675,600519
2011/2/10,114.237,119.184,119.802,114.205,36008,600519
2011/2/11,118.997,119.119,121.387,118.707,34001,600519
2011/2/14,119.119,120.524,121.097,118.456,36639,600519
2011/2/15,120.524,119.319,121.612,119.036,29716,600519
2011/2/16,119.171,118.314,119.802,117.039,36440,600519
2011/2/17,117.876,116.755,118.327,116.479,36363,600519
2011/2/18,116.459,117.219,119.454,116.137,36828,600519
2011/2/21,117.232,118.185,119.036,116.717,27289,600519
2011/2/22,118.185,117.155,119.326,116.588,38293,600519
2011/2/23,116.659,117.722,118.179,116.659,19422,600519
2011/2/24,117.606,117.329,118.179,116.665,20476,600519
2011/2/25,117.799,115.699,117.799,115.429,29413,600519
2011/2/28,115.493,115.094,115.596,113.367,39093,600519
2011/3/1,115.113,115.068,115.899,114.527,23059,600519
2011/3/2,114.784,114.147,115.3,113.374,32095,600519
2011/3/3,114.185,112.723,115.1,112.562,37735,600519
2011/3/4,112.723,113.322,113.87,112.401,33351,600519
2011/3/7,113.264,114.256,114.353,113.264,33553,600519
2011/3/8,114.288,113.831,114.398,112.594,31869,600519
2011/3/9,114.327,114.649,114.784,113.4,22971,600519
2011/3/10,114.636,117.232,118.649,114.256,54492,600519
2011/3/11,116.974,115.97,118.134,115.873,23345,600519
2011/3/14,115.635,117.799,118.52,115.371,22372,600519
2011/3/15,117,115.474,118.018,114.031,30898,600519
2011/3/16,115.686,117.129,117.857,115.499,24176,600519
2011/3/17,116.524,121.76,122.082,116.06,88522,600519
2011/3/18,122.095,123.126,125.026,120.537,61484,600519
2011/3/21,122.256,120.537,123.016,118.875,48651,600519
2011/3/22,121.342,119.648,122.372,119.293,27887,600519
2011/3/23,119.815,120.156,120.253,118.198,42881,600519
2011/3/24,120.002,118.231,120.163,118.198,21353,600519
2011/3/25,117.876,118.153,119.538,117.876,27905,600519
2011/3/28,118.231,116.53,118.778,116.259,40295,600519
2011/3/29,116.588,115.268,116.781,114.978,26523,600519
2011/3/30,115.261,115.113,116.111,114.849,20602,600519
2011/3/31,115.113,115.847,117.747,114.978,17525,600519
2011/4/1,115.931,115.596,116.813,115.01,18227,600519
2011/4/6,115.557,113.999,115.879,113.825,28774,600519
2011/4/7,113.496,112.685,114.011,112.582,46830,600519
2011/4/8,112.697,113.148,113.689,112.594,21823,600519
2011/4/11,113.013,114.327,115.074,112.794,26173,600519
2011/4/12,114.334,114.282,115.519,113.818,34945,600519
2011/4/13,114.205,114.868,115.3,114.024,29389,600519
2011/4/14,114.849,113.2,114.978,113.032,36621,600519
2011/4/15,113.348,111.036,114.005,109.999,53327,600519
2011/4/18,110.907,111.474,111.686,110.282,19608,600519
2011/4/19,111.474,111.68,112.491,110.462,22880,600519
2011/4/20,111.68,112.594,112.839,111.435,22509,600519
2011/4/21,112.723,112.633,114.392,112.536,28684,600519
2011/4/22,113.045,113.464,113.625,112.42,14500,600519
2011/4/25,115.944,117.915,119.216,115.622,70225,600519
2011/4/26,117.876,116.698,118.198,116.511,31095,600519
2011/4/27,116.974,116.685,119.165,116.588,27748,600519
2011/4/28,117.297,114.926,117.606,114.527,25357,600519
2011/4/29,114.913,117.432,117.934,114.449,22083,600519
2011/5/3,117.876,119.718,120.324,117.232,41270,600519
2011/5/4,118.836,118.198,121.148,118.16,32521,600519
2011/5/5,118.205,119.132,120.775,117.883,26693,600519
2011/5/6,118.52,119.686,120.453,117.883,23960,600519
2011/5/9,120.182,118.623,120.768,118.456,12175,600519
2011/5/10,118.565,118.256,118.842,117.735,15918,600519
2011/5/11,117.889,119.338,120.002,117.889,12896,600519
2011/5/12,119.165,120.659,122.063,118.907,25027,600519
2011/5/13,120.678,120.878,121.735,119.487,12253,600519
2011/5/16,120.775,120.884,121.728,120.131,11505,600519
2011/5/17,120.466,120.859,122.578,119.809,20866,600519
2011/5/18,120.646,125.574,127.178,120.646,62165,600519
2011/5/19,126.25,128.749,129.889,126.25,85738,600519
2011/5/20,129.277,129.361,129.896,128.06,40043,600519
2011/5/23,128.827,126.913,130.598,126.894,39420,600519
2011/5/24,125.934,125.355,127.216,125.284,23997,600519
2011/5/26,125.477,127.983,130.624,125.477,38970,600519
2011/5/27,128.749,124.794,129.329,124.453,31729,600519
2011/5/30,123.789,130.456,130.488,123.525,47286,600519
2011/5/31,130.533,131.274,131.39,129.664,33854,600519
2011/6/1,131.467,135.197,135.255,130.772,39093,600519
2011/6/2,134.302,133.071,135.049,131.145,39585,600519
2011/6/3,132.704,136.305,137.007,132.704,29483,600519
2011/6/7,136.543,133.896,136.55,132.872,26876,600519
2011/6/8,133.69,134.456,135.075,131.133,25070,600519
2011/6/9,134.012,129.999,134.173,129.96,36179,600519
2011/6/10,129.793,130.475,131.719,128.698,34279,600519
2011/6/13,130.437,129.786,131.339,128.054,28004,600519
2011/6/14,129.773,131.699,132.034,129.149,37487,600519
2011/6/15,131.416,130.894,131.706,130.237,16408,600519
2011/6/16,130.244,130.772,132.234,128.968,17731,600519
2011/6/17,131.081,134.385,135.261,130.533,33411,600519
2011/6/20,134.044,131.055,134.16,129.471,29909,600519
2011/6/21,130.134,130.952,131.944,130.134,12738,600519
2011/6/22,130.888,132.646,133.645,130.888,16188,600519
2011/6/23,132.24,133.973,134.753,132.047,20280,600519
2011/6/24,133.883,132.975,135.364,132.273,37068,600519
2011/6/27,133.464,134.153,134.598,132.55,23190,600519
2011/6/28,134.624,135.558,136.472,133.477,25540,600519
2011/6/29,135.835,135.873,137.123,133.915,19596,600519
2011/6/30,135.281,136.962,137.393,135.281,32701,600519
2011/7/1,137.895,137.272,137.895,136.033,15810,600519
2011/7/4,136.971,138.268,138.49,136.678,46338,600519
2011/7/5,138.254,137.129,138.268,135.961,27057,600519
2011/7/6,136.807,136.871,137.537,136.183,19753,600519
2011/7/7,136.821,139.049,140.46,136.821,40956,600519
2011/7/8,139.221,139.027,140.03,138.218,17183,600519
2011/7/11,139.013,140.997,141.885,138.576,25615,600519
2011/7/12,140.632,138.784,140.997,138.712,28488,600519
2011/7/13,139.034,139.393,140.037,138.511,22109,600519
2011/7/14,139.393,138.433,139.543,138.11,24822,600519
2011/7/15,137.96,139.794,140.252,137.96,17763,600519
2011/7/18,139.829,142.523,143.583,139.829,28523,600519
2011/7/19,142.48,142.437,143.289,141.262,20276,600519
2011/7/20,143.261,143.189,143.612,142.193,18967,600519
2011/7/21,143.39,145.725,147.208,143.268,47676,600519
2011/7/22,145.532,147.767,149.629,145.532,49860,600519
2011/7/25,148.282,145.883,148.769,145.066,35260,600519
2011/7/26,145.775,145.818,146.126,144.701,24791,600519
2011/7/27,146.054,146.363,148.64,145.173,30676,600519
2011/7/28,146.054,148.82,148.927,144.701,22923,600519
2011/7/29,148.64,148.06,148.64,147.065,19104,600519
2011/8/1,148.519,145.689,148.519,145.274,18572,600519
2011/8/2,144.844,144.063,145.238,142.229,27849,600519
2011/8/3,142.702,144.55,145.274,142.552,17061,600519
2011/8/4,145.059,146.835,147.344,144.557,17773,600519
2011/8/5,143.325,145.51,147.279,143.325,21319,600519
2011/8/8,143.991,143.024,146.921,141.835,36884,600519
2011/8/9,140.718,144.056,145.417,138.254,36924,600519
2011/8/10,144.987,147.351,147.917,143.089,38436,600519
2011/8/11,146.133,153.798,154.443,146.133,61949,600519
2011/8/12,154.013,155.281,155.875,152.58,39466,600519
2011/8/15,155.589,152.795,156.728,151.807,29450,600519
2011/8/16,153.046,150.209,154.214,149.192,37491,600519
2011/8/17,150.431,150.324,151.499,149.514,13553,600519
2011/8/18,149.937,149.142,150.324,147.824,29341,600519
2011/8/19,148.211,150.36,150.539,147.96,37488,600519
2011/8/22,150.503,146.355,151.076,145.847,28164,600519
2011/8/23,146.126,146.799,147.709,145.703,23579,600519
2011/8/24,146.85,147.423,148.991,146.198,17957,600519
2011/8/25,148.64,148.583,149.357,146.857,30083,600519
2011/8/26,148.555,152.494,152.573,148.175,22748,600519
2011/8/29,151.864,154.206,154.715,150.073,26082,600519
2011/8/30,154.371,153.884,155.754,152.587,28816,600519
2011/8/31,156.735,153.848,157.237,153.655,50014,600519
2011/9/1,153.798,151.491,154.357,150.789,25689,600519
2011/9/2,151.047,151.764,152.007,150.36,13832,600519
2011/9/5,151.284,148.476,151.42,147.924,27344,600519
2011/9/6,147.566,145.424,149.214,144.901,32094,600519
2011/9/7,145.847,148.705,148.913,145.775,20087,600519
2011/9/8,148.999,147.473,149.708,147.294,13182,600519
2011/9/9,147.967,148.34,150.202,146.126,14227,600519
2011/9/13,146.556,144.436,147.566,144.042,18949,600519
2011/9/14,145.417,141.799,145.618,139.092,47625,600519
2011/9/15,141.835,142.186,143.411,141.67,19122,600519
2011/9/16,142.903,145.36,145.51,141.835,18029,600519
2011/9/19,145.918,145.216,146.491,144.643,15352,600519
2011/9/20,145.202,143.87,145.202,142.91,12784,600519
2011/9/21,143.855,146.391,146.871,143.626,24640,600519
2011/9/22,145.417,141.592,146.047,141.334,24336,600519
2011/9/23,139.042,139.006,140.403,136.026,76537,600519
2011/9/26,137.437,134.758,139.149,134.672,42211,600519
2011/9/27,136.083,135.718,137.279,134.435,24749,600519
2011/9/28,136.678,134.041,136.678,133.404,32389,600519
2011/9/29,132.451,134.02,136.821,132.451,30030,600519
2011/9/30,134.07,136.527,136.893,134.07,18269,600519
2011/10/10,136.735,134.672,137.394,134.407,14283,600519
2011/10/11,137.53,133.934,137.53,131.09,20586,600519
2011/10/12,133.597,137.566,137.967,132.115,29778,600519
2011/10/13,137.566,137.587,139.572,136.105,23961,600519
2011/10/14,136.857,137.136,138.096,135.961,12468,600519
2011/10/17,137.659,141.219,141.484,137.251,26008,600519
2011/10/18,139.93,140.703,142.817,139.693,22785,600519
2011/10/19,141.42,141.921,144.342,141.119,22657,600519
2011/10/20,141.119,136.893,142.236,136.534,29312,600519
2011/10/21,136.577,139.249,139.686,136.577,17116,600519
2011/10/24,140.259,143.662,144.063,139.256,32390,600519
2011/10/25,142.695,143.712,145.653,142.695,32041,600519
2011/10/26,143.182,144.6,144.758,142.344,29492,600519
2011/10/27,144.736,144.701,146.391,144.371,20104,600519
2011/10/28,145.782,146.857,148.139,145.782,26056,600519
2011/10/31,147.065,146.284,147.695,145.188,28121,600519
2011/11/1,145.546,148.418,148.64,145.066,27147,600519
2011/11/2,146.814,150.123,150.181,146.563,26647,600519
2011/11/3,151.198,148.483,151.506,148.404,30465,600519
2011/11/4,148.913,148.827,150.431,147.802,18546,600519
2011/11/7,149.142,148.139,149.5,147.967,16573,600519
2011/11/8,148.755,146.671,148.948,146.119,25546,600519
2011/11/9,146.778,146.219,148.039,145.059,24696,600519
2011/11/10,145.625,146.857,147.279,145.51,14617,600519
2011/11/11,146.857,146.112,146.957,145.438,11692,600519
2011/11/14,147.201,148.469,149.106,146.277,17986,600519
2011/11/15,148.712,146.083,148.963,145.417,17782,600519
2011/11/16,146.097,143.82,146.097,143.196,29545,600519
2011/11/17,143.877,144.586,145.847,143.49,15589,600519
2011/11/18,144.615,143.676,145.331,143.053,19907,600519
2011/11/21,143.769,143.891,145.703,143.347,18389,600519
2011/11/22,143.905,147.616,148.203,143.698,35652,600519
2011/11/23,147.294,149.794,149.93,147.294,31537,600519
2011/11/24,149.428,148.777,149.844,148.64,26558,600519
2011/11/25,148.82,150.417,152.824,148.282,40235,600519
2011/11/28,150.653,153.204,153.848,149.937,53379,600519
2011/11/29,153.153,152.265,154.794,151.721,41355,600519
2011/11/30,152.494,150.474,153.855,149.572,40263,600519
2011/12/1,152.724,152.466,154.149,150.625,33785,600519
2011/12/2,151.864,152.881,154.873,151.864,26962,600519
2011/12/5,153.619,148.132,153.619,147.852,38962,600519
2011/12/6,147.931,145.897,147.96,144.486,37152,600519
2011/12/7,145.918,147.351,147.924,145.918,27333,600519
2011/12/8,147.494,145.417,149.428,145.331,24661,600519
2011/12/9,145.309,143.139,146.026,143.053,36745,600519
2011/12/12,143.139,141.506,143.913,141.04,29526,600519
2011/12/13,141.062,141.441,141.821,140.832,15539,600519
2011/12/14,140.582,141.986,143.268,140.582,18341,600519
2011/12/15,141.026,140.324,142.466,139.758,14945,600519
2011/12/16,141.835,144.543,144.686,141.828,30649,600519
2011/12/19,143.963,143.984,144.264,142.766,25456,600519
2011/12/20,143.984,143.44,145.274,142.193,17106,600519
2011/12/21,144.113,141.284,144.328,141.105,21962,600519
2011/12/22,141.477,143.032,143.927,140.259,17443,600519
2011/12/23,143.196,143.812,144.271,142.552,17609,600519
2011/12/26,143.705,138.34,143.712,137.752,46995,600519
2011/12/27,138.254,135.41,138.254,134.901,31314,600519
2011/12/28,134.887,136.269,136.463,133.59,27738,600519
2011/12/29,135.46,137.688,138.175,135.46,20062,600519
2011/12/30,138.039,138.468,139.6,136.105,29460,600519
2012/1/4,137.179,132.716,138.089,132.523,33878,600519
2012/1/5,131.806,131.198,132.666,130.632,30122,600519
2012/1/6,131.162,133.698,134.708,130.123,25190,600519
2012/1/9,133.239,134.679,134.736,130.209,26160,600519
2012/1/10,133.956,139.314,139.443,133.318,39235,600519
2012/1/11,138.218,135.875,138.891,135.603,39891,600519
2012/1/12,135.087,136.355,137.222,135.087,27440,600519
2012/1/13,136.606,135.166,136.964,134.328,20542,600519
2012/1/16,134.228,127.086,134.228,125.832,51655,600519
2012/1/17,127.437,129.256,130.359,122.422,61227,600519
2012/1/18,129.958,127.064,132.652,126.549,47294,600519
2012/1/19,127.43,129.443,130.087,125.725,24329,600519
2012/1/20,130.374,133.218,133.382,130.374,29683,600519
2012/1/30,133.232,131.663,133.948,131.133,30550,600519
2012/1/31,132.107,133.533,133.669,132.057,15854,600519
2012/2/1,133.382,133.347,135.044,132.437,24824,600519
2012/2/2,133.347,133.547,133.956,132.007,20375,600519
2012/2/3,133.569,133.583,133.669,131.441,26517,600519
2012/2/6,133.676,135.059,135.216,133.096,29747,600519
2012/2/7,134.17,133.139,134.994,132.809,17942,600519
2012/2/8,133.139,134.88,135.388,132.58,23082,600519
2012/2/9,134.672,136.642,136.928,134.428,31384,600519
2012/2/10,135.768,136.47,137.824,135.46,22276,600519
2012/2/13,135.746,138.554,139.808,135.145,21639,600519
2012/2/14,138.031,138.841,139.443,137.394,15142,600519
2012/2/15,138.06,139.543,140.331,138.06,24714,600519
2012/2/16,138.626,137.337,139.543,136.534,22016,600519
2012/2/17,138.884,137.136,138.884,136.37,12287,600519
2012/2/20,138.225,136.721,138.733,136.678,18530,600519
2012/2/21,137.387,137.501,137.953,136.391,13789,600519
2012/2/22,138.082,138.082,138.612,136.807,22352,600519
2012/2/23,137.91,139.192,139.715,137.91,33433,600519
2012/2/24,139.099,141.893,141.986,139.077,23944,600519
2012/2/27,142.394,142.193,143.282,141.477,26562,600519
2012/2/28,142.86,143.798,143.948,142.236,25698,600519
2012/2/29,143.984,146.463,146.85,143.626,39432,600519
2012/3/1,145.789,145.116,147.186,144.98,16920,600519
2012/3/2,145.152,143.913,145.918,142.917,35216,600519
2012/3/5,143.877,143.153,143.898,142.265,30553,600519
2012/3/6,142.552,140.438,143.153,140.403,31474,600519
2012/3/7,139.486,138.347,140.109,138.239,29198,600519
2012/3/8,138.404,139.285,140.481,138.239,23574,600519
2012/3/9,139.464,143.218,143.354,139.113,29239,600519
2012/3/12,143.354,143.655,144.421,142.573,25681,600519
2012/3/13,143.34,144.457,145.632,143.34,18316,600519
2012/3/14,144.407,142.315,146.169,141.835,40699,600519
2012/3/15,142.58,142.501,144.987,142.265,28094,600519
2012/3/16,143.834,148.705,148.999,143.483,51583,600519
2012/3/19,148.855,148.741,151.556,147.258,45635,600519
2012/3/20,148.676,148.82,149.787,147.645,23400,600519
2012/3/21,148.855,146.921,149.715,146.033,29527,600519
2012/3/22,146.363,147.1,148.211,146.341,8331,600519
2012/3/23,148.64,151.878,152.258,148.64,54873,600519
2012/3/26,151.234,154.156,154.658,151.219,37653,600519
2012/3/27,150.589,144.342,151.14,143.984,79106,600519
2012/3/28,142.552,144.271,146.85,142.057,55461,600519
2012/3/29,143.841,144.092,147.208,143.268,36982,600519
2012/3/30,144.099,141.09,145.41,139.686,37959,600519
2012/4/5,140.474,147.566,147.852,140.474,40960,600519
2012/4/6,147.294,148.977,149.056,147.229,26729,600519
2012/4/9,148.676,149.901,150.374,147.279,14474,600519
2012/4/10,149.916,149.077,150.274,146.928,16640,600519
2012/4/11,146.85,149.608,151.506,145.782,31460,600519
2012/4/12,149.608,152.165,152.236,148.053,28422,600519
2012/4/13,152.222,152.602,153.332,151.434,20527,600519
2012/4/16,152.222,152.459,154.3,151.57,20893,600519
2012/4/17,152.466,150.56,152.587,150.431,17872,600519
2012/4/18,150.725,153.196,153.87,150.431,22815,600519
2012/4/19,153.139,150.059,153.562,148.863,21823,600519
2012/4/20,149.214,152.222,152.831,149.214,17046,600519
2012/4/23,151.663,151.749,153.49,150.331,13281,600519
2012/4/24,152,151.52,152.587,150.388,21782,600519
2012/4/25,152.186,152.523,152.767,150.431,15529,600519
2012/4/26,153.476,155.224,155.446,152.939,35019,600519
2012/4/27,155.224,160.861,161.52,155.224,42728,600519
2012/5/2,161.893,161.878,162.301,159.027,35339,600519
2012/5/3,161.878,162.387,162.824,160.181,25654,600519
2012/5/4,162.251,167.623,168.254,162.251,31879,600519
2012/5/7,168.197,167.989,170.317,167.108,34244,600519
2012/5/8,167.946,167.702,168.232,164.314,36664,600519
2012/5/9,165.56,165.353,166.656,162.752,32909,600519
2012/5/10,165.474,163.111,165.474,162.573,30574,600519
2012/5/11,163.325,163.103,163.684,161.821,23260,600519
2012/5/14,163.325,159.156,163.325,158.032,38797,600519
2012/5/15,158.383,159.823,160.217,157.666,16168,600519
2012/5/16,159.708,157.609,160.03,156.162,28139,600519
2012/5/17,157.681,157.53,158.598,156.599,34172,600519
2012/5/18,156.642,156.105,157.573,154.658,26277,600519
2012/5/21,155.861,159.88,160.833,155.861,28843,600519
2012/5/22,161.184,164.242,165.833,161.184,41458,600519
2012/5/23,164.221,165.095,166.262,163.325,24722,600519
2012/5/24,164.615,157.767,166.742,156.076,53743,600519
2012/5/25,157.767,156.578,158.218,154.729,30569,600519
2012/5/28,156.169,161.527,161.821,156.026,27833,600519
2012/5/30,162.974,163.798,164.744,162.609,25700,600519
2012/5/31,163.469,169.543,170.346,163.325,37367,600519
2012/6/1,170.489,172.187,174.071,169.565,38504,600519
2012/6/4,170.489,169.436,174.063,169.393,24327,600519
2012/6/5,170.116,172.495,173.211,169.923,24561,600519
2012/6/6,172.638,169.472,173.354,169.35,18728,600519
2012/6/7,170.768,170.474,172.394,169.629,19677,600519
2012/6/8,171.205,171.191,172.05,169.056,17286,600519
2012/6/11,171.134,168.734,172.086,167.194,33061,600519
2012/6/12,167.774,167.516,169.407,166.284,16372,600519
2012/6/13,167.982,171.198,171.334,166.979,20463,600519
2012/6/14,170.489,175.209,176.069,169.93,28704,600519
2012/6/15,175.518,174.343,176.513,171.757,19859,600519
2012/6/18,174.364,176.549,177.874,174.364,19538,600519
2012/6/19,175.582,174.572,177.774,173.326,17299,600519
2012/6/20,174.665,174.472,175.066,173.354,11393,600519
2012/6/21,174.472,171.764,174.5,171.062,17034,600519
2012/6/25,170.56,170.202,173.326,170.131,18434,600519
2012/6/26,169.916,170.381,171.119,166.635,26122,600519
2012/6/27,170.489,173.283,173.576,170.489,23257,600519
2012/6/28,173.268,169.156,173.354,169.049,22213,600519
2012/6/29,168.605,171.313,172.638,168.605,23224,600519
2012/7/2,171.921,173.247,175.46,169.07,25731,600519
2012/7/3,172.853,182.624,182.667,172.645,50158,600519
2012/7/4,184.099,185.288,186.177,180.518,45035,600519
2012/7/5,183.069,183.112,184.808,181.293,22749,600519
2012/7/6,183.323,189.173,190.621,182.05,39158,600519
2012/7/9,189.093,185.346,191.363,185.273,28527,600519
2012/7/10,185.179,182.195,187.136,181.81,26987,600519
2012/7/11,182.574,187.733,187.965,180.726,32009,600519
2012/7/12,187.805,186.314,192.826,185.542,37273,600519
2012/7/13,186.03,191.145,192.091,185.761,29548,600519
2012/7/16,190.709,190.818,193.604,190.563,29533,600519
2012/7/17,189.181,184.64,189.901,184.313,36030,600519
2012/7/18,184.524,178.237,186.197,174.555,74046,600519
2012/7/19,177.531,179.147,180.849,176.847,26580,600519
2012/7/20,178.623,176.869,182.443,176.731,26054,600519
2012/7/23,174.541,176.505,177.146,173.901,19811,600519
2012/7/24,175.072,181.453,184.946,175.072,34372,600519
2012/7/25,181.904,185.943,186.125,181.548,26170,600519
2012/7/26,185.47,182.225,188.817,181.686,23418,600519
2012/7/27,182.545,181.504,183.36,179.576,18421,600519
2012/7/30,181.359,181.788,183.796,180.122,17495,600519
2012/7/31,181.541,179.314,184.815,179.03,19465,600519
2012/8/1,179.125,176.847,180.908,176.003,26715,600519
2012/8/2,176.891,176.2,178.623,175.465,17054,600519
2012/8/3,176.447,179.692,179.722,176.207,16472,600519
2012/8/6,179.46,181.053,181.613,178.412,17320,600519
2012/8/7,181.046,183.287,183.92,180.536,18119,600519
2012/8/8,183.694,183.942,184.815,181.177,14893,600519
2012/8/9,183.214,189.85,190.381,182.778,30672,600519
2012/8/10,182.632,180.602,185.324,177.553,91225,600519
2012/8/13,180.798,180.449,181.672,179.576,23037,600519
2012/8/14,180.449,180.085,181.897,178.266,18786,600519
2012/8/15,179.707,177.633,180.013,177.175,22723,600519
2012/8/16,177.728,174.104,178.63,173.952,31482,600519
2012/8/17,173.479,167.076,173.479,166.261,59071,600519
2012/8/20,167.068,169.28,169.302,164.427,24052,600519
2012/8/21,169.295,171.565,174.555,169.295,26323,600519
2012/8/22,172.387,168.938,172.387,167.352,20423,600519
2012/8/23,168.735,166.093,168.735,164.493,27956,600519
2012/8/24,165.322,168.72,169.469,165.206,21676,600519
2012/8/27,167.716,166.261,167.81,165.278,20899,600519
2012/8/28,166.624,164.1,167.774,163.721,20294,600519
2012/8/29,163.714,159.465,163.714,159.181,30425,600519
2012/8/30,157.886,158.533,159.487,155.346,48348,600519
2012/8/31,158.621,159.901,161.531,158.039,22484,600519
2012/9/4,172.445,169.848,173.173,168.08,111508,600519
2012/9/5,169.171,170.306,170.968,168.807,27490,600519
2012/9/6,170.444,168.625,170.626,166.697,20794,600519
2012/9/7,169.68,175.792,176.811,169.68,42812,600519
2012/9/10,175.872,175.851,178.994,174.104,28169,600519
2012/9/11,174.847,174.432,174.847,173.158,16135,600519
2012/9/12,175.72,174.817,179.358,173.828,29023,600519
2012/9/13,174.956,174.614,175.749,173.391,14294,600519
2012/9/14,175.356,178.092,178.375,173.981,24586,600519
2012/9/17,178.266,175.574,179.489,175.501,20014,600519
2012/9/18,175.203,174.868,176.884,174.264,18277,600519
2012/9/19,174.294,168.487,175.356,167.461,40991,600519
2012/9/20,168.007,166.654,169.382,166.544,21517,600519
2012/9/21,166.122,167.781,169.535,165.984,15679,600519
2012/9/24,166.624,169.069,169.52,165.955,17634,600519
2012/9/25,169.149,173.544,173.595,168.443,26230,600519
2012/9/26,173.173,171.623,175.036,170.044,20362,600519
2012/9/27,170.99,175.13,175.778,170.648,27140,600519
2012/9/28,173.915,178.848,178.958,173.901,31283,600519
2012/10/8,178.485,174.585,178.485,172.795,23608,600519
2012/10/9,175.341,177.648,178.303,174.657,23410,600519
2012/10/10,176.811,177.408,178.143,175.174,13456,600519
2012/10/11,176.338,176.033,177.357,175.45,10625,600519
2012/10/12,176.535,177.182,178.114,175.887,11742,600519
2012/10/15,178.099,178.783,179.896,178.099,18883,600519
2012/10/16,178.346,181.766,182.69,178.346,27737,600519
2012/10/17,181.766,181.017,182.268,180.376,15980,600519
2012/10/18,181.359,182.792,185.179,181.177,22278,600519
2012/10/19,182.814,184.087,185.513,182.814,18629,600519
2012/10/22,183.854,182.297,184.473,180.304,19117,600519
2012/10/23,182.486,178.048,182.486,177.975,18702,600519
2012/10/24,177.975,179.198,179.809,177.611,10972,600519
2012/10/25,179.722,179.045,180.449,177.757,9159,600519
2012/10/26,180.973,175.421,181.162,174.679,24559,600519
2012/10/29,175.785,175.952,177.248,173.937,14490,600519
2012/10/30,175.938,177.961,178.623,175.509,15610,600519
2012/10/31,177.917,179.969,180.406,177.284,15845,600519
2012/11/1,180.602,181.468,182.523,179.249,18191,600519
2012/11/2,181.322,180.711,182.268,179.198,16974,600519
2012/11/5,179.714,176.753,179.714,175.501,22665,600519
2012/11/6,176.382,171.667,176.382,171.354,41713,600519
2012/11/7,170.99,172.787,173.195,170.99,16217,600519
2012/11/8,171.71,170.335,172.409,170.153,16261,600519
