trade_date,open,high,low,close,volume
2010/9/13,20.889999,20.9,20.5,20.719999,360800
2010/9/14,20.540001,21.6,20.530001,21.120001,654700
2010/9/15,20.98,22,20.790001,21.98,684600
2010/9/16,22.15,23.16,20.84,20.940001,2684500
2010/9/17,21.02,21.32,19.799999,20.23,1198500
2010/9/20,20.67,21.35,20.16,21.059999,947500
2010/9/21,20.889999,21.549999,20.67,20.77,796000
2010/9/22,20.870001,20.950001,19.799999,19.870001,962900
2010/9/23,19.889999,20.139999,19.5,19.559999,668100
2010/9/24,19.950001,20.190001,19.65,20.1,578900
2010/9/27,20.4,20.809999,20.049999,20.530001,418600
2010/9/28,21.040001,21.49,20.76,21.4,1214500
2010/9/29,21.190001,22.030001,21.129999,21.98,1969300
2010/9/30,22,22.15,20.190001,20.41,2195800
2010/10/1,20.690001,20.75,20.309999,20.6,597700
2010/10/4,20.43,21.17,20.299999,20.99,643600
2010/10/5,21.15,21.280001,21.01,21.120001,332000
2010/10/6,21.059999,21.26,20.32,20.459999,313400
2010/10/7,20.57,20.639999,20.34,20.43,141000
2010/10/8,20.43,20.790001,20.389999,20.43,267800
2010/10/11,20.440001,20.700001,20.07,20.24,171200
2010/10/12,20.200001,20.280001,20.030001,20.24,244000
2010/10/13,20.639999,20.85,20.360001,20.540001,318200
2010/10/14,21,21.030001,20.4,20.75,294800
2010/10/15,20.889999,20.9,20.25,20.540001,284700
2010/10/18,20.52,20.639999,20.219999,20.23,162800
2010/10/19,20.200001,20.41,20,20.049999,245200
2010/10/20,20.16,20.690001,20.040001,20.65,312500
2010/10/21,20.610001,20.950001,20.450001,20.75,417100
2010/10/22,20.68,20.93,20.549999,20.719999,161100
2010/10/25,20.940001,20.98,20.73,20.85,118500
2010/10/26,20.799999,21.870001,20.51,21.360001,660900
2010/10/27,21.25,21.379999,20.65,21,356500
2010/10/28,21.389999,21.5,20.959999,21.190001,224200
2010/10/29,21.139999,21.85,21.049999,21.84,280600
2010/11/1,21.940001,22.75,21.309999,21.41,455800
2010/11/2,21.68,21.879999,21.049999,21.25,322500
2010/11/3,21.280001,22.5,21.16,21.77,372600
2010/11/4,22.6,25.33,22.15,24.9,1874000
2010/11/5,24.870001,24.969999,23.719999,24.440001,1011000
2010/11/8,24.5,25,24.030001,24.98,509500
2010/11/9,25,25.690001,24.049999,24.629999,956400
2010/11/10,24.48,29.969999,24.049999,29.360001,3060500
2010/11/11,28.6,29.1,27.33,28.040001,1945300
2010/11/12,28.25,30.5,28.07,29.84,2729100
2010/11/15,30.219999,32.939999,30.219999,30.799999,2622900
2010/11/16,31,31.4,28.42,29.67,1347600
2010/11/17,30.200001,30.75,28.610001,29.49,750000
2010/11/18,30.67,30.74,28.92,29.889999,956100
2010/11/19,30.16,31.370001,29.700001,30.99,1150500
2010/11/22,31.57,33.450001,31.5,33.400002,1529700
2010/11/23,33.290001,35.68,32.189999,34.57,1577800
2010/11/24,35.27,35.970001,34.330002,35.470001,1425000
2010/11/26,35.599998,36,34.75,35.32,350600
2010/11/29,35.41,35.950001,33.330002,34.330002,1145600
2010/11/30,33.740002,35.330002,33.41,35.330002,2222600
2010/12/1,35.869999,36.419998,33.450001,34.349998,1299200
2010/12/2,34.009998,34.299999,31.200001,32.349998,2007000
2010/12/3,32.009998,32.25,30.870001,31.49,1160100
2010/12/6,31.35,31.450001,29.559999,30.309999,1274400
2010/12/7,30.49,32.400002,30.049999,31.559999,1311300
2010/12/8,32.48,32.490002,31.52,32.369999,660000
2010/12/9,32.509998,32.720001,31.65,32.049999,406000
2010/12/10,32.049999,32.919998,31.129999,31.52,429400
2010/12/13,31.639999,31.77,30.4,30.549999,410400
2010/12/14,30.290001,30.389999,27.76,28.530001,1765700
2010/12/15,28.67,29.969999,28.530001,29.6,742900
2010/12/16,30,30.91,29.65,30.809999,790100
2010/12/17,31.34,31.540001,30.709999,31.360001,813000
2010/12/20,31.639999,32.189999,31.26,31.700001,523400
2010/12/21,31.799999,32.689999,31.709999,32.259998,777700
2010/12/22,32.25,32.860001,31.700001,32.630001,833300
2010/12/23,31.26,32.48,29.92,30.09,1552600
2010/12/27,28.02,28.58,25.059999,25.549999,9301900
2010/12/28,25.85,26.75,25,26.41,4056300
2010/12/29,27.030001,28.01,26.5,27.73,3319200
2010/12/30,27.700001,27.9,26.379999,26.5,2041100
2010/12/31,26.57,27.25,26.5,26.629999,1417900
2011/1/3,26.84,27,25.9,26.620001,1283000
2011/1/4,26.66,26.950001,26.02,26.67,1187400
2011/1/5,26.48,26.9,26.190001,26.83,1446700
2011/1/6,26.83,28,26.809999,27.879999,2061200
2011/1/7,28,28.58,27.9,28.24,2247900
2011/1/10,28.17,28.68,28.049999,28.450001,1342700
2011/1/11,28.59,28.709999,26.92,26.959999,1710200
2011/1/12,27.01,27.4,26.52,26.959999,964400
2011/1/13,26.959999,26.969999,26.16,26.219999,723600
2011/1/14,26.15,26.58,25.610001,25.75,1192000
2011/1/18,25.48,25.639999,24.75,25.639999,1621700
2011/1/19,25.27,25.469999,23.75,24.030001,2371500
2011/1/20,24.030001,24.450001,22.370001,22.620001,2279900
2011/1/21,23.120001,23.59,22.709999,23.040001,1217000
2011/1/24,23.530001,24.809999,23.23,24.49,1645100
2011/1/25,24.65,24.889999,24.02,24.68,1271500
2011/1/26,24.709999,24.879999,24.1,24.75,1079900
2011/1/27,24.74,25.08,24.530001,24.92,895700
2011/1/28,24.879999,24.879999,23.75,24.01,1048400
2011/1/31,24.049999,24.120001,23.5,24.1,830300
2011/2/1,24.309999,24.73,23.540001,23.91,707800
2011/2/2,24.16,24.18,23.67,23.940001,569500
2011/2/3,23.82,23.9,23.15,23.629999,512000
2011/2/4,23.440001,23.67,23.219999,23.459999,544000
2011/2/7,23.26,23.26,22.879999,23.07,895100
2011/2/8,23.780001,25.25,23,24.49,3504900
2011/2/9,24.129999,24.18,22.790001,23.209999,2635600
2011/2/10,23.26,23.639999,22.809999,23.219999,836100
2011/2/11,23.25,23.75,22.940001,23.25,634500
2011/2/14,23.639999,24.139999,23.049999,23.08,1283100
2011/2/15,23.01,23.17,22.559999,22.84,953700
2011/2/16,23.1,24.969999,23.07,24.73,4115100
2011/2/17,24.629999,25.49,23.549999,23.6,2618400
2011/2/18,23.33,23.49,22.959999,23.18,2370700
2011/2/22,22.879999,23,21.780001,21.870001,2064600
2011/2/23,22.18,22.5,21.110001,21.83,1605600
2011/2/24,21.780001,22.58,21.5,22.530001,1055300
2011/2/25,22.809999,23.85,22.690001,23.610001,1346300
2011/2/28,23.74,24.1,23.5,23.889999,1051200
2011/3/1,24.049999,24.32,23.700001,23.940001,1106400
2011/3/2,23.82,24.280001,23.73,24.02,663300
2011/3/3,24.48,24.790001,24.059999,24.360001,640200
2011/3/4,24.48,24.99,23.780001,24.950001,1580100
2011/3/7,24.93,25.4,24.700001,24.940001,2033600
2011/3/8,24.6,24.959999,24,24.66,1399900
2011/3/9,24.66,24.99,24.27,24.719999,924800
2011/3/10,24.440001,24.49,23.73,24.01,1017000
2011/3/11,23.85,24.25,23.530001,24.07,930800
2011/3/14,23.82,24,23.200001,23.25,1166000
2011/3/15,22.200001,22.959999,21.799999,22.950001,1318800
2011/3/16,22.860001,23.25,22.690001,22.82,1169700
2011/3/17,23.24,23.43,22.639999,22.809999,922600
2011/3/18,23.190001,23.190001,22.51,22.959999,687900
2011/3/21,23.049999,23.049999,22.540001,22.73,411700
2011/3/22,22.73,22.860001,22,22.190001,582900
2011/3/23,22.110001,22.27,21.77,22.209999,422800
2011/3/24,22.139999,22.379999,21.98,22.33,462200
2011/3/25,22.43,23,22.4,22.75,568000
2011/3/28,22.700001,23.540001,22.549999,23.25,1058100
2011/3/29,23.299999,24,23.209999,23.92,755400
2011/3/30,24.110001,24.49,23.01,23.709999,1223300
2011/3/31,26.549999,28.709999,26.5,27.75,11517800
2011/4/1,27.450001,28.18,26.57,26.66,2864800
2011/4/4,26.83,27,25.23,25.83,2609300
2011/4/5,25.9,27,25.690001,26.700001,3180900
2011/4/6,26.99,27.01,25.799999,26.49,1288300
2011/4/7,26.85,27.940001,26.450001,27.24,2810300
2011/4/8,27.58,27.6,26.360001,26.49,1946400
2011/4/11,26.469999,26.530001,25.02,25.27,1369400
2011/4/12,25.08,25.209999,24.299999,24.65,1357400
2011/4/13,25.129999,25.690001,24.809999,24.93,1211500
2011/4/14,24.870001,25.280001,24.200001,25.139999,983400
2011/4/15,25.65,26.18,25.41,25.58,943500
2011/4/18,25.129999,25.620001,24.360001,25.030001,1033900
2011/4/19,25.26,25.26,24.65,25.16,548700
2011/4/20,25.700001,26.09,25.299999,25.75,837200
2011/4/21,25.85,26.98,25.59,26.74,1386100
2011/4/25,26.700001,26.73,25.969999,26.389999,800900
2011/4/26,26.66,27.25,26.309999,26.93,1400000
2011/4/27,26.93,27.360001,26.629999,27.08,996900
2011/4/28,27.07,27.690001,26.719999,27.66,1600000
2011/4/29,27.690001,27.870001,27.42,27.6,726000
2011/5/2,27.6,27.799999,27.059999,27.450001,784600
2011/5/3,27.379999,27.389999,26.5,26.870001,913900
2011/5/4,26.780001,27,25.75,26.690001,1044500
2011/5/5,27.200001,27.440001,26.17,26.440001,1218500
2011/5/6,26.9,27.700001,26.620001,27.120001,981700
2011/5/9,27,28,26.85,27.91,916400
2011/5/10,28.24,28.950001,27.91,28.33,1535300
2011/5/11,28.200001,28.299999,26.92,27.07,962500
2011/5/12,27.07,27.74,26.65,27.67,628000
2011/5/13,28,28.190001,27.299999,27.549999,661500
2011/5/16,27.99,27.99,26.549999,26.6,755700
2011/5/17,27,27,25.719999,25.959999,1234200
2011/5/18,26.1,26.469999,25.52,26.35,729500
2011/5/19,27.030001,28.440001,26.6,28.200001,2655100
2011/5/20,28.26,28.280001,27.35,27.969999,842500
2011/5/23,27.620001,27.620001,26.620001,26.82,863600
2011/5/24,27.02,27.5,26.6,26.719999,613700
2011/5/25,26.9,29.01,26.17,28.98,4693100
2011/5/26,28.82,29.76,28.1,29.48,3336900
2011/5/27,29.540001,29.67,28.82,29.549999,1687100
2011/5/31,29.690001,30.280001,29.549999,30.139999,3290500
2011/6/1,30,30.1,28.379999,28.52,1529900
2011/6/2,28.52,29.32,28.51,28.76,986300
2011/6/3,29.950001,31.5,29.5,30.129999,6209200
2011/6/6,30.1,30.129999,28.26,28.700001,2331100
2011/6/7,28.940001,29.389999,28.26,28.370001,1222100
2011/6/8,28.440001,28.6,27.02,27.120001,1695900
2011/6/9,27.43,28.1,27.1,27.620001,1603200
2011/6/10,27.52,28.299999,27.35,27.860001,1566600
2011/6/13,28.07,28.879999,27.879999,28.43,1713400
2011/6/14,28.540001,29.700001,28.52,28.6,1573400
2011/6/15,28.440001,28.450001,27.07,27.32,1345000
2011/6/16,27.67,28,25.74,26.5,1842200
2011/6/17,26.870001,27.700001,26.139999,26.5,1714000
2011/6/20,26.290001,26.459999,25.5,26.01,1537800
2011/6/21,26.24,27.73,26,27.530001,1496000
2011/6/22,27.370001,28.25,27.1,27.209999,1475600
2011/6/23,27.200001,27.719999,26.209999,27.709999,1170000
2011/6/24,27.639999,27.969999,27.26,27.57,3608500
2011/6/27,27.73,28.280001,27.309999,27.459999,1809400
2011/6/28,27.790001,28.25,27.67,28.110001,889200
2011/6/29,28.5,29.09,28.07,28.290001,1461800
2011/6/30,28.5,29.33,28.4,29.129999,946700
2011/7/1,29.07,29.6,28.799999,29.02,854900
2011/7/5,29.02,29.52,28.709999,29.139999,996000
2011/7/6,29.139999,29.139999,28.549999,28.959999,926900
2011/7/7,29.139999,30,29.01,29.73,1327900
2011/7/8,29.889999,29.889999,28.59,28.809999,1240600
2011/7/11,28.4,28.530001,28,28.35,975800
2011/7/12,28.370001,29.09,28,28.17,1045400
2011/7/13,28.43,29.030001,27.9,28.639999,1066000
2011/7/14,28.530001,28.959999,27.25,27.610001,1159000
2011/7/15,27.790001,27.83,27.4,27.58,709000
2011/7/18,27.34,27.450001,26.629999,27.23,851900
2011/7/19,27.58,28.110001,27.540001,27.889999,1026100
2011/7/20,28,30.440001,27.799999,28.690001,3048300
2011/7/21,28.91,29.16,28.1,28.700001,1011500
2011/7/22,28.700001,29.540001,28.549999,29.290001,583500
2011/7/25,29.01,29.25,28.440001,28.49,673300
2011/7/26,28.309999,28.77,27.969999,28,760600
2011/7/27,28.5,28.5,27.51,27.639999,958500
2011/7/28,27.6,28.549999,27.540001,28.17,938700
2011/7/29,27.799999,28.4,27.5,28.17,948200
2011/8/1,28.67,28.98,28.209999,28.77,1164900
2011/8/2,28.690001,29.200001,27.27,27.34,1549400
2011/8/3,27.5,27.83,26.34,27.200001,1794500
2011/8/4,26.51,26.889999,24.67,24.75,3064500
2011/8/5,24.99,25.379999,22.83,24.24,1964400
2011/8/8,23.1,24.440001,23.1,23.639999,2608500
2011/8/9,24.15,25.450001,23.700001,25.059999,1333400
2011/8/10,25.440001,25.440001,23.629999,23.82,1564200
2011/8/11,24.040001,25.75,24,25.299999,836500
2011/8/12,25.6,27.139999,25.360001,26.309999,1009100
2011/8/15,26.620001,26.75,25.93,26.23,738600
2011/8/16,26.129999,26.540001,25.83,26.1,537700
2011/8/17,26.389999,26.65,25.51,25.83,643700
2011/8/18,25,25.15,23.469999,24.26,1056600
2011/8/19,23.860001,24.219999,22,22.299999,1375300
2011/8/22,23.110001,23.799999,21.68,21.950001,986100
2011/8/23,21.93,23.110001,21.5,22.959999,869000
2011/8/24,23.1,23.93,22.83,23.870001,684300
2011/8/25,23.870001,23.870001,22.9,23.110001,679800
2011/8/26,22.709999,23.950001,22.07,23.73,761800
2011/8/29,24.219999,24.85,24.02,24.709999,803400
2011/8/30,24.5,24.77,24.09,24.629999,366200
2011/8/31,24.799999,25.5,24.280001,24.74,823800
2011/9/1,24.66,24.870001,23.84,24,848100
2011/9/2,23.66,23.99,22.68,23.07,769900
2011/9/6,22.5,23.200001,22.290001,22.940001,809800
2011/9/7,23.389999,24,23.280001,23.84,459200
2011/9/8,23.58,24.030001,23.280001,23.610001,505700
2011/9/9,23.370001,23.57,22.549999,22.969999,669300
2011/9/12,22.5,23.309999,22.450001,22.879999,566600
2011/9/13,23.01,24.1,22.75,24.08,726500
2011/9/14,24.25,24.84,23.790001,24.34,830800
2011/9/15,24.58,24.93,24.33,24.82,562600
2011/9/16,24.780001,25.84,24.49,25.799999,1417100
2011/9/19,24.950001,25.809999,23.82,25.77,1157400
2011/9/20,25.98,26.6,25.67,26.01,1180400
2011/9/21,25.950001,26.950001,25.700001,25.85,987600
2011/9/22,25.639999,26.110001,24.879999,25.629999,775800
2011/9/23,25.49,26.620001,25.35,26.379999,1156400
2011/9/26,26.52,26.52,24.9,25.52,934800
2011/9/27,26,26.99,25.57,26.190001,674500
2011/9/28,26,26.5,24.51,24.59,723300
2011/9/29,25.719999,25.82,23.549999,24.120001,929600
2011/9/30,24.799999,24.889999,23.49,24.389999,1336100
2011/10/3,24.950001,25,23.25,23.73,1023200
2011/10/4,23.290001,24.32,22.93,23.66,1200300
2011/10/5,24.030001,25.84,23.35,25.370001,1229500
2011/10/6,25.370001,27.6,25.02,26.959999,1769100
2011/10/7,26.98,27.6,26.049999,26.99,1311600
2011/10/10,27.309999,28.18,27,27.879999,923500
2011/10/11,27.51,27.77,27.09,27.610001,575700
2011/10/12,27.25,28,27.200001,27.799999,1123400
2011/10/13,27.629999,28.469999,27.440001,27.940001,1043500
2011/10/14,28,28.549999,27.26,28.049999,1400500
2011/10/17,27.860001,28,27.26,27.42,754500
2011/10/18,27.299999,28.43,26.709999,28.34,999700
2011/10/19,28.02,28.059999,27.299999,27.57,792900
2011/10/20,27.440001,27.469999,27,27.34,999700
2011/10/21,27.4,28.299999,27.01,28.030001,1142600
2011/10/24,27.870001,28.889999,27.75,28.549999,940600
2011/10/25,28.23,28.860001,27.799999,28.25,654400
2011/10/26,28.190001,28.370001,27.4,27.98,510500
2011/10/27,28.34,28.950001,28.110001,28.76,869400
2011/10/28,28.5,30,28.01,29.870001,1264000
2011/10/31,29.5,29.51,28.75,29.370001,1134000
2011/11/1,28.389999,28.92,28,28.879999,635200
2011/11/2,29,29.26,28.25,28.709999,875300
2011/11/3,30,32.490002,29.530001,32.459999,2509700
2011/11/4,31.459999,32.400002,30.51,32.310001,3032900
2011/11/7,31.639999,32,30.75,31.27,1266300
2011/11/8,31.370001,32,30.719999,31.84,1167900
2011/11/9,30.870001,31.49,30.299999,30.879999,953700
2011/11/10,30.940001,31.5,30.65,31.33,747300
2011/11/11,31.9,34.5,30.57,33.639999,3868300
2011/11/14,33,33.540001,32.619999,33.220001,1325700
2011/11/15,32.919998,34.400002,32.73,33.93,891000
2011/11/16,33.48,35,33.400002,34.939999,1833200
2011/11/17,34.5,34.900002,33.189999,33.68,1349300
2011/11/18,33.639999,34.110001,32.540001,32.599998,902800
2011/11/21,32.439999,32.439999,31.049999,31.76,1031600
2011/11/22,31.76,32.790001,31.049999,32.07,732600
2011/11/23,31.76,32.049999,31.25,31.450001,451800
2011/11/25,31.549999,32.41,31.08,31.66,239600
2011/11/28,32,33.279999,31.809999,32.560001,681200
2011/11/29,32.490002,33.07,31.629999,31.75,591100
2011/11/30,32.5,32.93,32.220001,32.740002,760300
2011/12/1,32.57,33.990002,31.98,32.599998,1030200
2011/12/2,32.830002,33.689999,32.400002,33.299999,802800
2011/12/5,33.529999,35,33.43,34.419998,1160100
2011/12/6,34.200001,34.98,34.029999,34.869999,951800
2011/12/7,34.630001,34.889999,33.799999,34.189999,674300
2011/12/8,30.84,31.65,29.610001,30.889999,3305800
2011/12/9,30.540001,31.120001,30.280001,31.040001,1239500
2011/12/12,30.440001,30.620001,30.02,30.41,758700
2011/12/13,30.57,30.93,28.91,29.450001,994100
2011/12/14,29.5,29.68,28,28.530001,1163900
2011/12/15,28.67,29.17,28.120001,28.620001,700300
2011/12/16,28.790001,28.93,27.98,28,1029700
2011/12/19,28.09,28.5,27.370001,27.75,987000
2011/12/20,28.049999,28.450001,27.719999,27.9,843300
2011/12/21,27.91,28.07,26.030001,27.57,1705500
2011/12/22,27.6,28.049999,27.299999,27.77,1009400
2011/12/23,28,28,27.52,27.9,591400
2011/12/27,27.66,28.77,27.639999,28.57,777500
2011/12/28,28.99,29.24,28.040001,28.51,575200
2011/12/29,28.59,29.34,28.549999,28.73,488200
2011/12/30,28.49,28.98,28.25,28.559999,339800
2012/1/3,28.940001,29.5,27.65,28.08,928100
2012/1/4,28.209999,28.67,27.5,27.709999,630100
2012/1/5,27.76,27.93,26.85,27.120001,1005500
2012/1/6,27.200001,27.790001,26.41,26.91,986300
2012/1/9,27,27.49,26.120001,27.25,897000
2012/1/10,27.440001,27.76,27.25,27.620001,671800
2012/1/11,27.620001,28.379999,27.299999,28.23,672300
2012/1/12,28.48,28.620001,27.809999,28.25,729300
2012/1/13,28.4,28.5,22.639999,22.790001,5500400
2012/1/17,26.620001,27.34,26.41,26.6,4651600
2012/1/18,26.690001,26.879999,26.25,26.809999,1260200
2012/1/19,27.190001,27.74,26.610001,26.76,1246300
2012/1/20,26.9,27,26.4,26.6,662300
2012/1/23,26.809999,27.209999,26.6,26.77,594600
2012/1/24,26.629999,27.68,26.440001,27.42,858000
2012/1/25,27.27,28.01,27.049999,27.969999,611200
2012/1/26,28.07,29.58,28,28.940001,1271100
2012/1/27,28.5,29.719999,28.5,29.33,748400
2012/1/30,29.49,29.610001,28.530001,29.57,729000
2012/1/31,29.9,30,28.870001,29.07,956400
2012/2/1,29.07,29.700001,29,29.58,523200
2012/2/2,29.719999,30.879999,29.610001,30.25,805700
2012/2/3,30.41,31.33,30.25,31.15,764500
2012/2/6,31.1,31.9,31.049999,31.799999,652100
2012/2/7,31.799999,31.799999,30.82,31.6,1021600
2012/2/8,31.6,32.009998,31.290001,31.93,623700
2012/2/9,32,32.900002,31.43,32.580002,1277100
2012/2/10,32.259998,32.27,29.84,31.1,1874200
2012/2/13,31.549999,32.060001,30.9,31.49,1157900
2012/2/14,31.74,33.790001,31.4,33.169998,1810800
2012/2/15,33.099998,34.41,32.27,33.599998,2761800
2012/2/16,33.5,34.509998,32.540001,34.18,2219700
2012/2/17,33.990002,34.970001,33.5,34.970001,1376700
2012/2/21,34.869999,34.869999,33.810001,34.5,1135800
2012/2/22,34.5,34.720001,32.5,34.220001,1654600
2012/2/23,33.990002,34.970001,33.560001,34.529999,820400
2012/2/24,34.23,34.52,33.27,33.75,959900
2012/2/27,33.41,34,33,33.619999,606000
2012/2/28,33.639999,34.439999,33.169998,33.810001,612200
2012/2/29,33.810001,34.119999,33.139999,33.41,535700
2012/3/1,33.509998,34.5,33.310001,34.41,703500
2012/3/2,34.400002,34.5,33.709999,34.040001,550000
2012/3/5,34.349998,34.400002,33.459999,33.77,467000
2012/3/6,33.25,33.279999,32.619999,33.110001,573800
2012/3/7,33.119999,33.310001,32.91,33.119999,364900
2012/3/8,33.110001,33.490002,33.040001,33.07,633300
2012/3/9,33.200001,35.310001,33.200001,34.740002,1553400
2012/3/12,34.689999,36.290001,34.599998,36.009998,1963300
2012/3/13,36.509998,36.59,35.5,36.09,1001600
2012/3/14,36,36,34.799999,35.290001,851500
2012/3/15,35.279999,35.48,34.779999,35,571600
2012/3/16,34.900002,35.889999,34.830002,35.32,729300
2012/3/19,35.259998,35.32,34.540001,34.98,1015600
2012/3/20,34.98,35.200001,34.57,34.959999,567000
2012/3/21,34.939999,35.299999,34.599998,35.150002,607200
2012/3/22,34.970001,35.150002,34.299999,34.400002,522400
2012/3/23,34.259998,34.630001,33.150002,34.080002,1170600
2012/3/26,35.59,38.09,35.040001,37.400002,3140500
2012/3/27,37.16,39.950001,37.029999,37.939999,2539200
2012/3/28,37.779999,38.439999,37.110001,37.849998,955000
2012/3/29,38.189999,38.189999,37.029999,37.330002,796400
2012/3/30,37.52,37.939999,36.68,37.240002,886400
2012/4/2,37.330002,37.970001,36.529999,36.580002,1028600
2012/4/3,36.700001,38.470001,36.669998,38.009998,1098100
2012/4/4,35.27,35.490002,34.689999,35,4481800
2012/4/5,35.099998,35.439999,34.41,34.48,1509400
2012/4/9,34.099998,34.290001,33.099998,33.150002,1655700
2012/4/10,33.150002,33.849998,32.099998,32.459999,1847700
2012/4/11,33.240002,33.290001,32.009998,33.09,1105500
2012/4/12,33.77,34.48,32.919998,33.439999,1033900
2012/4/13,33.939999,34.040001,32.849998,33.59,649600
2012/4/16,33.41,33.700001,32.09,32.25,1099600
2012/4/17,32.43,33.07,32.040001,32.240002,1115500
2012/4/18,32.09,32.75,31.530001,32.66,823100
2012/4/19,32.75,33.43,32.5,33.16,774900
2012/4/20,33.139999,33.73,32.939999,33.16,821800
2012/4/23,32.860001,32.970001,31.709999,31.940001,890800
2012/4/24,31.82,32.200001,31,31.82,674500
2012/4/25,32.07,32.990002,32.07,32.91,712200
2012/4/26,32.959999,33.52,32.91,33.490002,425300
2012/4/27,33.599998,33.630001,32.91,33.34,591000
2012/4/30,33.27,33.360001,32.580002,33.130001,413900
2012/5/1,33.130001,34.209999,33.130001,33.779999,659000
2012/5/2,33.5,34.389999,33.389999,33.939999,497300
2012/5/3,33.91,34,32.130001,32.459999,841300
2012/5/4,32.32,32.459999,31.4,31.83,1247500
2012/5/7,31.959999,32.580002,31.610001,32.470001,1158000
2012/5/8,32.5,32.73,29.370001,30.190001,3097200
2012/5/9,30.299999,30.77,29.76,30.059999,1947900
2012/5/10,32.970001,34.68,32.400002,32.959999,5556300
2012/5/11,32.490002,33.439999,32.16,32.25,1221300
2012/5/14,31.92,32.130001,30.049999,30.059999,1380900
2012/5/15,30.26,30.959999,29.219999,29.43,1585700
2012/5/16,29.58,30.18,28.879999,29.18,1257100
2012/5/17,29.299999,29.790001,28.24,28.57,1149000
2012/5/18,28.370001,28.459999,26.83,27.559999,1616500
2012/5/21,27.58,29.26,27.120001,28.77,1475200
2012/5/22,30.1,31.34,30,30.799999,2366200
2012/5/23,30.559999,31.049999,29.5,31.02,1220400
2012/5/24,31.25,31.25,29.690001,30.280001,1075600
2012/5/25,30.16,30.41,29.200001,29.809999,757000
2012/5/29,30.01,31.93,30.01,31.690001,1650000
2012/5/30,31.08,31.42,30.24,30.41,1307200
2012/5/31,30.07,30.290001,28.75,29.5,1118700
2012/6/1,28.530001,29.16,27.76,28.15,885800
2012/6/4,28.030001,28.41,27.110001,27.879999,1030900
2012/6/5,27.84,28.389999,27.559999,27.91,630900
2012/6/6,28.200001,29.450001,28.139999,29.219999,909900
2012/6/7,29.809999,29.870001,28.85,28.93,492100
2012/6/8,28.860001,30.190001,28.15,30.08,881100
2012/6/11,30.309999,31,28.959999,29.120001,636000
2012/6/12,29.23,29.84,28.809999,29.66,569000
2012/6/13,29.549999,30.639999,29.469999,29.77,844100
2012/6/14,30.18,30.65,28.620001,29.389999,872200
2012/6/15,29.389999,29.950001,28.809999,29.91,646800
2012/6/18,29.940001,32.330002,29.5,31.84,1256800
2012/6/19,32.02,32.66,31.5,32.09,911100
2012/6/20,33.5,34.5,33.209999,33.779999,3422400
2012/6/21,34.259998,34.279999,31.84,32.189999,1891900
2012/6/22,32.599998,33.98,32.459999,33.790001,3046600
2012/6/25,33.939999,34.119999,32.75,33.110001,1498500
2012/6/26,32.049999,32.349998,31.389999,31.610001,2613900
2012/6/27,31.9,32.450001,31.57,31.959999,1047200
2012/6/28,31.9,32.110001,30.620001,31.41,914100
2012/6/29,32.799999,32.799999,31,31.290001,1125800
2012/7/2,31.35,31.799999,30.190001,30.4,1315600
2012/7/3,30.6,31,30.4,30.66,947000
2012/7/5,30.809999,31.67,30.799999,31.23,1253800
2012/7/6,30.99,31.73,30.799999,30.99,784500
2012/7/9,30.940001,31.83,30.67,31.49,910500
2012/7/10,31.540001,32.48,30.889999,31.27,758400
2012/7/11,31.57,31.68,31.01,31.51,638600
2012/7/12,31.290001,33.009998,30.799999,32.700001,1125700
2012/7/13,32.970001,34.400002,32.830002,34.25,1304800
2012/7/16,34.32,36,33.900002,35.959999,1744000
2012/7/17,35,35.209999,32.380001,33.349998,2569300
2012/7/18,31.42,33.669998,31.059999,32.150002,2881900
2012/7/19,32.720001,33.150002,32.040001,32.27,1435900
2012/7/20,32.07,32.25,31.25,31.790001,1568500
2012/7/23,31.049999,31.299999,30.620001,30.66,1386800
2012/7/24,30.66,31.040001,29.620001,29.84,1500300
2012/7/25,29.92,29.98,28.75,28.950001,2842200
2012/7/26,29.9,30,27.639999,28.129999,2262300
2012/7/27,28.709999,29.66,28.1,29.51,1673000
2012/7/30,29.51,30.25,27.209999,27.35,2065200
2012/7/31,27.540001,27.969999,27.35,27.42,1575100
2012/8/1,27.99,27.99,26.030001,26.25,1592300
2012/8/2,26.84,26.85,25.52,26.1,1305100
2012/8/3,26.9,27.549999,26.74,27.27,1209500
2012/8/6,27.549999,28.700001,27.549999,28.27,1528200
2012/8/7,28.77,30.9,28.5,30.25,2387200
2012/8/8,29.9,30,28.59,29.09,1308900
2012/8/9,29.52,30,29.129999,29.41,672600
2012/8/10,29.309999,29.940001,29.309999,29.940001,707400
2012/8/13,29.690001,31.299999,29.1,31.17,870100
2012/8/14,30.75,31.17,29.26,29.42,793400
2012/8/15,29.389999,29.700001,28.809999,29.4,525400
2012/8/16,29.530001,30.389999,29.5,30.299999,669000
2012/8/17,30.290001,30.709999,29.98,30.01,508200
2012/8/20,30.15,30.389999,29.1,29.51,1179100
2012/8/21,29.58,30,29,29.110001,761600
2012/8/22,29.01,30.040001,29.01,29.950001,775500
2012/8/23,30,30.85,29.65,30.73,1471000
2012/8/24,30.059999,30.24,29.41,29.5,1429400
2012/8/27,29.57,29.700001,28.17,28.32,1350400
2012/8/28,28.4,29.379999,28,28.690001,1402700
2012/8/29,28.49,28.639999,28.02,28.41,838900
